Service,Resource Count,Total Attributes,Resource Name,Attribute Count
Network_Management,2,46,network_management_connectivity_test,33
,,,network_management_vpc_flow_logs_config,13

Network_Security,23,248,network_security_address_group,9
,,,network_security_address_group_iam,6
,,,network_security_authorization_policy,16
,,,network_security_authz_policy,62
,,,network_security_backend_authentication_config,8
,,,network_security_client_tls_policy,12
,,,network_security_firewall_endpoint,5
,,,network_security_firewall_endpoint_association,8
,,,network_security_gateway_security_policy,5
,,,network_security_gateway_security_policy_rule,11
,,,network_security_intercept_deployment,7
,,,network_security_intercept_deployment_group,6
,,,network_security_intercept_endpoint_group,6
,,,network_security_intercept_endpoint_group_association,6
,,,network_security_mirroring_deployment,7
,,,network_security_mirroring_deployment_group,6
,,,network_security_mirroring_endpoint_group,6
,,,network_security_mirroring_endpoint_group_association,6
,,,network_security_security_profile,18
,,,network_security_security_profile_group,8
,,,network_security_server_tls_policy,15
,,,network_security_tls_inspection_policy,10
,,,network_security_url_lists,5

Network_Services,15,371,network_services_authz_extension,13
,,,network_services_edge_cache_keyset,8
,,,network_services_edge_cache_origin,26
,,,network_services_edge_cache_service,102
,,,network_services_endpoint_policy,14
,,,network_services_gateway,18
,,,network_services_grpc_route,32
,,,network_services_http_route,76
,,,network_services_lb_route_extension,17
,,,network_services_lb_traffic_extension,19
,,,network_services_mesh,6
,,,network_services_service_binding,5
,,,network_services_service_lb_policies,8
,,,network_services_tcp_route,15
,,,network_services_tls_route,12

OS_Config,3,257,os_config_guest_policies,83
,,,os_config_os_policy_assignment,98
,,,os_config_patch_deployment,76

OS_Config_v2,3,359,os_config_v2_policy_orchestrator,119
,,,os_config_v2_policy_orchestrator_for_folder,120
,,,os_config_v2_policy_orchestrator_for_organization,120

OS_Login,1,4,os_login_ssh_public_key,4

Oracle_Database,5,211,oracle_database_autonomous_database,104
,,,oracle_database_cloud_exadata_infrastructure,44
,,,oracle_database_cloud_vm_cluster,49
,,,oracle_database_odb_network,6
,,,oracle_database_odb_subnet,8

Organization_Policy,2,32,org_policy_custom_constraint,8
,,,org_policy_policy,24

Parallelstore,1,11,parallelstore_instance,11

Parameter_Manager,4,19,parameter_manager_parameter,5
,,,parameter_manager_parameter_version,4
,,,parameter_manager_regional_parameter,6
,,,parameter_manager_regional_parameter_version,4

Privileged_Access_Manager,1,22,privileged_access_manager_entitlement,22

Public_CA,1,2,public_ca_external_account_key,2

RecaptchaEnterprise,1,16,recaptcha_enterprise_key,16

Resource_Manager,2,7,resource_manager_capability,3
,,,resource_manager_lien,4

Runtime_Configurator,3,11,runtimeconfig_config,3
,,,runtimeconfig_config_iam,5
,,,runtimeconfig_variable,3

Secret_Manager,6,65,secret_manager_regional_secret,15
,,,secret_manager_regional_secret_iam,9
,,,secret_manager_regional_secret_version,5
,,,secret_manager_secret,20
,,,secret_manager_secret_iam,8
,,,secret_manager_secret_version,8

Secure_Source_Manager,5,45,secure_source_manager_branch_rule,12
,,,secure_source_manager_instance,11
,,,secure_source_manager_instance_iam,6
,,,secure_source_manager_repository,10
,,,secure_source_manager_repository_iam,6

Security_Command_Center_(SCC),13,75,scc_event_threat_detection_custom_module,5
,,,scc_folder_custom_module,9
,,,scc_folder_notification_config,5
,,,scc_folder_scc_big_query_export,5
,,,scc_mute_config,6
,,,scc_notification_config,5
,,,scc_organization_custom_module,9
,,,scc_organization_scc_big_query_export,5
,,,scc_project_custom_module,9
,,,scc_project_notification_config,5
,,,scc_project_scc_big_query_export,5
,,,scc_source,3
,,,scc_source_iam,4

Security_Command_Center_(SCC)_v2_API,12,69,scc_v2_folder_mute_config,6
,,,scc_v2_folder_notification_config,6
,,,scc_v2_folder_scc_big_query_export,6
,,,scc_v2_organization_mute_config,6
,,,scc_v2_organization_notification_config,6
,,,scc_v2_organization_scc_big_query_export,7
,,,scc_v2_organization_scc_big_query_exports,7
,,,scc_v2_organization_source,3
,,,scc_v2_organization_source_iam,4
,,,scc_v2_project_mute_config,6
,,,scc_v2_project_notification_config,6
,,,scc_v2_project_scc_big_query_export,6

Security_Command_Center_Management_(SCC),4,72,scc_management_folder_security_health_analytics_custom_module,22
,,,scc_management_organization_event_threat_detection_custom_module,6
,,,scc_management_organization_security_health_analytics_custom_module,22
,,,scc_management_project_security_health_analytics_custom_module,22

Security_Posture,2,71,securityposture_posture,64
,,,securityposture_posture_deployment,7

Serverless_VPC_Access,1,12,vpc_access_connector,12

Service_Directory,5,21,service_directory_endpoint,6
,,,service_directory_namespace,4
,,,service_directory_namespace_iam,4
,,,service_directory_service,3
,,,service_directory_service_iam,4

Service_Networking,3,14,google_service_networking_peered_dns_domain,5
,,,service_networking_connection,5
,,,service_networking_vpc_service_controls,4

Service_Usage,1,7,service_usage_consumer_quota_override,7

Site_Verification,2,5,site_verification_owner,2
,,,site_verification_web_resource,3

Storage_Transfer_Service,2,77,storage_transfer_agent_pool,4
,,,storage_transfer_job,73

Tags,6,21,google_tags_location_tag_binding,3
,,,tags_tag_binding,2
,,,tags_tag_key,5
,,,tags_tag_key_iam,4
,,,tags_tag_value,3
,,,tags_tag_value_iam,4

Transcoder,2,156,transcoder_job,78
,,,transcoder_job_template,78

Vertex_AI,23,304,vertex_ai_dataset,6
,,,vertex_ai_deployment_resource_pool,12
,,,vertex_ai_endpoint,18
,,,vertex_ai_endpoint_iam,6
,,,vertex_ai_endpoint_with_model_garden_deployment,87
,,,vertex_ai_feature_group,8
,,,vertex_ai_feature_group_feature,7
,,,vertex_ai_feature_group_iam,6
,,,vertex_ai_feature_online_store,16
,,,vertex_ai_feature_online_store_featureview,20
,,,vertex_ai_feature_online_store_featureview_iam,7
,,,vertex_ai_feature_online_store_iam,6
,,,vertex_ai_featurestore,11
,,,vertex_ai_featurestore_entitytype,17
,,,vertex_ai_featurestore_entitytype_feature,5
,,,vertex_ai_featurestore_entitytype_iam,5
,,,vertex_ai_featurestore_iam,6
,,,vertex_ai_index,19
,,,vertex_ai_index_endpoint,9
,,,vertex_ai_index_endpoint_deployed_index,17
,,,vertex_ai_metadata_store,5
,,,vertex_ai_rag_engine_config,5
,,,vertex_ai_tensorboard,6

Vertex_AI_Workbench,2,60,workbench_instance,54
,,,workbench_instance_iam,6

Workflows,1,14,workflows_workflow,14

